Gene	Patient06_BM	Patient06_CNS	Patient07_BM	Patient07_CNS	Patient08_BM	Patient08_CNS
HSD17B8	0	0	0	0	0	0
WDR46	0	0	0	0	0	0
TAPBP	2	1	1	3	1	4
DAXX	3	3	3	3	3	4
PHF1	14	15	10	21	10	25
SYNGAP1	33	19	53	11	58	8
ZBTB9	0	0	0	0	0	0
BAK1	414	148	175	415	148	644
LINC00336	3	5	6	3	6	2
ITPR3	2	111	3	67	4	55
UQCC2	651	292	265	859	223	1357
MIR3934	0	0	0	1	0	2
IP6K3	1	1	1	0	1	0
LEMD2	33	160	11	554	9	938
MLN	0	1	1	0	1	0
LINC01016	1	1	1	0	1	0
GRM4	1	1	1	0	1	0
HMGA1	156	69	197	52	206	46
MIR6835	0	0	0	0	0	0
C6orf1	212	747	291	511	309	435
NUDT3	8	3	2	16	1	30
RPS10	2	4	5	2	5	1
PACSIN1	23	17	2	194	1	537
SPDEF	1	1	0	2	0	2
C6orf106	664	642	959	413	1029	342
SNRPC	993	340	734	489	693	570
UHRF1BP1	247	61	83	225	68	391
TAF11	52	87	75	56	81	46
ANKS1A	204	237	132	399	121	498
TCP11	0	0	0	0	0	0
SCUBE3	186	1285	772	234	1012	113
ZNF76	2983	5653	2730	6287	2684	6577
DEF6	279	552	148	1182	131	1635
PPARD	145	169	92	289	85	363
FANCE	7	38	3	93	2	137
RPL10A	2112	882	2637	676	2751	603
MIR7111	1	0	0	0	0	0
TEAD3	0	0	0	1	0	2
TULP1	0	0	0	2	0	4
FKBP5	6088	3306	2434	9922	2044	15829
MIR5690	0	4	0	2	0	1
LOC285847	40	179	31	246	29	281
ARMC12	24	3	2	38	1	106
LHFPL5	0	0	0	0	0	1
SRPK1	337	550	601	275	671	205
SLC26A8	0	3	0	0	0	0
MAPK14	1150	1375	953	1722	919	1896
MAPK13	0	1	0	1	0	1
BRPF3	471	839	464	854	463	860
PNPLA1	0	0	0	0	0	0
C6orf222	0	0	0	1	0	2
ETV7	5	0	2	2	2	3
PXT1	0	0	0	1	0	2
KCTD20	3591	1282	2302	2186	2115	2741
STK38	3232	5320	3953	4178	4108	3770
SRSF3	6788	3183	5224	4358	4969	4981
MIR3925	0	0	0	0	0	1
PANDAR	0	0	0	2	0	3
CDKN1A	912	383	248	1820	194	3528
RAB44	4	36	2	68	1	90
CPNE5	570	95	662	79	682	73
PPIL1	702	57	642	64	631	67
C6orf89	316	671	539	354	596	269
PI16	0	0	0	0	0	0
MTCH1	403	1206	410	1182	411	1172
FGD2	1524	2526	853	5059	764	6797
PIM1	87	401	287	97	359	52
TMEM217	1569	109	177	1493	117	4529
TBC1D22B	2029	1854	2352	1553	2419	1441
RNF8	275	115	241	134	236	143
CMTR1	857	1595	979	1359	1004	1270
CCDC167	46	22	92	9	104	6
LOC100505530	1	1	2	1	2	0
MDGA1	1	5	0	19	0	33
ZFAND3	279	169	192	265	179	321
BTBD9	308	506	399	370	419	324
GLO1	470	288	326	446	304	538
DNAH8	7	0	6	0	6	0
SAYSD1	72	77	35	180	31	258
KCNK5	0	1	0	0	0	0
KCNK17	285	35	33	470	21	1404
KCNK16	0	0	0	1	0	2
KIF6	3	1	1	2	1	3
DAAM2	1	1	1	0	1	0
LINC00951	0	0	0	0	0	0
TDRG1	0	0	0	0	0	0
LRFN2	0	0	0	0	0	0
LOC101929555	2	1	1	2	1	2
UNC5CL	0	1	0	1	0	1
TSPO2	7	1	11	0	12	0
APOBEC2	36	370	61	197	68	150
OARD1	597	295	570	312	565	320
NFYA	86	70	93	64	94	62
ADCY10P1	21	88	13	147	12	183
TREML1	0	3	0	1	0	1
TREM2	0	2	0	1	0	1
TREML2	21	212	10	476	9	671
TREM1	0	0	0	0	0	0
FOXP4-AS1	0	0	0	3	0	4
FOXP4	56	106	38	169	35	206
MDFI	1	1	1	0	2	0
TFEB	256	40	33	465	22	1314
PGC	0	1	0	1	0	0
FRS3	1	0	0	1	0	4
PRICKLE4	3	4	1	10	1	15
TOMM6	588	247	833	162	890	136
USP49	57	54	95	29	104	22
MED20	11	3	9	4	8	5
BYSL	445	353	334	496	316	574
CCND3	747	166	469	291	430	368
TAF8	79	207	179	78	210	51
C6orf132	2	0	0	1	0	3
GUCA1B	121	669	155	497	163	438
MRPS10	3110	2062	3734	1656	3866	1509
TRERF1	15	12	7	26	6	37
UBR2	1753	2631	2175	2031	2267	1820
PRPH2	0	0	0	1	0	1
ATP6V0CP3	0	1	0	0	0	0
TBCC	5	1	1	7	1	11
GLTSCR1L	598	637	784	460	825	400
RPL7L1	30	46	65	18	75	12
C6orf226	2	1	1	2	1	2
PTCRA	1	0	0	0	0	0
CNPY3	330	466	342	446	345	438
GNMT	0	1	0	0	0	0
PEX6	24	144	54	55	63	36
PPP2R5D	7	10	4	17	4	21
MEA1	34	144	93	43	113	26
KLHDC3	10	27	15	16	16	13
RRP36	1	0	0	7	0	17
CUL7	321	548	175	1131	156	1538
MRPL2	64	58	88	39	93	33
KLC4	125	119	46	392	38	649
PTK7	28	3	8	17	6	30
SRF	32	16	34	14	34	14
CUL9	812	1507	906	1320	926	1248
DNPH1	14	11	25	6	27	4
TTBK1	1	2	2	1	3	0
SLC22A7	0	1	0	1	0	0
CRIP3	13	84	7	167	6	223
ZNF318	618	687	393	1182	361	1488
ABCC10	523	1471	657	1118	686	995
DLK2	10	0	1	4	0	13
TJAP1	60	52	25	148	21	230
LRRC73	1	0	0	0	0	1
YIPF3	73	100	103	66	110	55
POLR1C	990	1015	954	1062	947	1083
XPO5	1480	1359	1873	1024	1959	908
POLH	832	1078	1227	677	1321	555
GTPBP2	382	764	351	844	346	881
MAD2L1BP	14	50	48	11	61	6
RSPH9	0	0	0	1	0	2
MRPS18A	472	656	520	584	530	556
VEGFA	2	23	0	88	0	154
LOC101929705	0	0	0	0	0	0
MRPL14	17	42	51	11	64	6
TMEM63B	36	20	26	29	25	35
CAPN11	19	2	2	28	1	75
SLC29A1	99	156	211	63	244	42
HSP90AB1	8982	5710	9868	5101	10046	4863
SLC35B2	61	34	25	96	21	149
NFKBIE	15	86	26	46	29	35
TMEM151B	0	0	0	0	0	1
TCTE1	1	0	0	0	0	1
AARS2	50	126	50	126	50	127
CDC5L	410	227	345	278	334	304
MIR4642	0	0	0	0	0	0
SUPT3H	70	29	53	41	50	48
MIR586	0	1	0	0	0	0
RUNX2	6	2	3	4	2	6
CLIC5	0	81	2	28	3	17
ENPP4	0	0	0	0	0	0
ENPP5	0	3	1	0	1	0
RCAN2	0	0	0	0	0	0
LOC101926898	0	0	0	0	0	0
TDRD6	12	2	5	7	4	10
PLA2G7	1	2	2	2	2	1
LOC101926962	1	1	1	0	1	0
TNFRSF21	168	14	55	57	45	101
CD2AP	95	56	41	151	35	230
ADGRF2	1	1	1	1	1	1
ADGRF4	1	1	1	0	1	0
PTCHD4	39	77	42	70	43	67
MUT	374	403	428	342	439	320
CENPQ	1	0	0	0	0	1
RHAG	10	0	13	0	13	0
CRISP2	0	0	0	0	0	0
CRISP3	0	17	1	0	3	0
TFAP2D	1	1	1	0	1	0
PKHD1	0	0	0	0	0	0
LINCMD1	0	0	0	0	0	0
MCM3	2159	1271	2021	1375	1996	1422
PAQR8	113	81	58	181	51	255
EFHC1	19	41	8	102	7	148
TRAM2	39	23	11	101	9	187
TRAM2-AS1	10	0	0	15	0	45
LOC730101	0	0	0	0	0	1
TMEM14A	126	4	57	12	49	18
GSTA4	0	0	0	0	0	1
ICK	33	10	19	19	17	25
FBXO9	536	871	363	1389	337	1693
GCM1	0	1	0	0	0	0
ELOVL5	1061	1215	1060	1216	1060	1216
RPS16P5	1	3	0	8	0	12
GCLC	743	46	417	94	374	126
LRRC1	5	2	3	5	3	6
MLIP	0	0	0	0	0	0
BMP5	1	1	1	0	1	0
COL21A1	1	1	2	1	2	0
DST	3	37	8	13	9	8
BEND6	0	0	0	0	0	0
KIAA1586	43	43	72	23	80	18
ZNF451	3351	3357	4047	2677	4195	2432
LOC101927211	3	0	1	1	1	1
BAG2	0	0	0	0	0	0
RAB23	0	0	0	0	0	0
PRIM2	569	36	373	60	344	75
MIR548U	0	1	0	0	0	0
GUSBP4	501	339	369	489	348	572
MTRNR2L9	1	1	1	1	1	1
KHDRBS2	4	0	3	0	3	0
LGSN	3	4	5	1	6	1
PTP4A1	1031	121	306	522	243	969
PHF3	2023	1741	1393	2724	1297	3295
EYS	0	6	1	2	2	1
LOC441155	3	5	5	2	6	1
LOC102723883	0	0	0	0	0	1
LOC101928280	0	0	0	0	0	0
LOC101928307	0	0	0	0	0	0
ADGRB3	0	0	0	0	0	0
LMBRD1	1255	1016	1437	863	1475	805
COL19A1	1	0	0	0	0	0
EVADR	1	1	1	0	1	0
FAM135A	183	82	127	127	119	152
SDHAF4	13	1	4	7	3	12
SMAP1	256	139	135	298	119	413
OGFRL1	247	189	116	468	100	687
LINC00472	0	4	0	3	0	3
RIMS1	1	2	2	1	3	0
KCNQ5	13	4	27	1	31	1
KCNQ5-IT1	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0
KCNQ5-AS1	0	0	0	0	0	0
KHDC1L	0	0	0	0	0	0
KHDC1	23	4	10	11	8	17
DPPA5	1	1	1	0	1	0
KHDC3L	0	0	0	1	0	2
OOEP	0	0	0	0	0	0
DDX43	7	28	10	17	11	14
MB21D1	2	1	0	7	0	12
MTO1	674	538	472	826	441	991
EEF1A1	54588	20976	37706	32689	35138	39473
SLC17A5	2	2	0	6	0	9
LOC101928489	1	0	0	3	0	6
CD109	89	189	157	95	175	71
COL12A1	0	0	0	0	0	0
COX7A2	377	146	309	185	298	205
TMEM30A	232	285	196	349	190	380
LOC100506804	1	3	3	0	4	0
FILIP1	1	2	1	4	0	5
SENP6	3675	3441	3147	4145	3056	4485
MYO6	3	10	11	2	14	0
IRAK1BP1	51	43	45	50	44	54
PHIP	2504	1560	1608	2653	1478	3324
HMGN3	10	4	7	6	7	7
HMGN3-AS1	3	3	0	16	0	29
LCA5	2	0	1	0	1	0
SH3BGRL2	5	0	4	0	3	0
ELOVL4	0	1	0	0	0	0
TTK	2	0	1	0	1	0
BCKDHB	5	1	14	0	17	0
FAM46A	93	42	121	30	128	27
IBTK	754	545	699	596	689	619
TPBG	1	0	0	0	0	0
UBE3D	0	1	0	1	0	1
DOPEY1	62	53	24	163	20	263
PGM3	55	90	60	82	61	79
RWDD2A	45	5	27	10	25	13
ME1	2	0	2	0	2	0
PRSS35	1	1	1	0	1	0
SNAP91	0	0	0	0	0	0
CYB5R4	133	95	118	109	116	115
MRAP2	1	1	1	0	1	0
CEP162	169	61	132	82	126	93
LOC102724201	1	1	1	0	1	0
NT5E	37	22	19	47	17	65
SNX14	139	123	112	160	107	179
SYNCRIP	2706	1446	2290	1767	2218	1924
SNHG5	156	138	177	119	181	112
SNORD50A	6	0	2	3	2	4
SNORD50B	0	0	0	0	0	1
ZNF292	2484	3471	1883	4840	1786	5574
GJB7	4	12	4	14	4	14
SMIM8	577	221	302	481	267	669
C6orf163	4	2	1	7	1	12
LINC01590	8	1	2	7	1	13
SLC35A1	54	41	42	57	40	65
RARS2	955	2039	1305	1403	1385	1197
ORC3	275	324	430	189	469	150
AKIRIN2	509	279	243	676	211	985
CNR1	0	1	0	0	0	0
RNGTT	102	57	56	118	49	161
PNRC1	962	470	956	473	955	474
SRSF12	0	2	0	0	0	0
PM20D2	26	6	9	23	7	40
GABRR1	1	0	1	0	1	0
GABRR2	5	0	1	2	0	4
UBE2J1	4670	1406	3817	1791	3673	1985
RRAGD	7	10	8	9	8	9
ANKRD6	53	131	43	169	41	188
LYRM2	163	66	176	60	178	58
LOC101929057	5	4	2	9	2	13
MDN1	1240	1456	1227	1474	1225	1482
CASP8AP2	838	330	692	416	667	458
GJA10	1	1	1	0	1	0
BACH2	233	78	112	189	97	275
MAP3K7	2551	1025	1309	2281	1152	3205
EPHA7	2332	292	652	1350	511	2586
MANEA-AS1	23	26	26	22	27	21
MANEA	11	4	17	2	18	2
UFL1	28	18	51	8	57	6
GPR63	11	1	7	2	7	2
NDUFAF4	14	8	13	8	13	9
KLHL32	0	0	0	0	0	0
MMS22L	167	73	200	59	207	54
LOC101927314	0	0	0	0	0	0
POU3F2	1	1	2	1	2	0
FBXL4	211	437	269	327	282	289
FAXC	8	8	3	22	2	34
COQ3	1	0	0	0	0	0
PNISR	6110	4840	6867	4207	7022	3964
LOC101927365	7	8	19	2	23	1
USP45	181	231	199	206	202	197
TSTD3	171	134	85	307	75	436
CCNC	473	84	422	96	413	102
PRDM13	1	1	2	1	2	0
ASCC3	1328	1042	1236	1137	1219	1179
HACE1	25	24	5	151	3	326
LIN28B	0	0	1	0	1	0
BVES	68	8	23	29	19	50
BVES-AS1	1	0	0	0	0	2
POPDC3	1	0	0	1	0	2
PREP	92	44	32	153	26	258
PRDM1	154	235	88	459	79	609
ATG5	611	568	463	791	440	910
AIM1	1204	2768	1672	1866	1781	1578
RTN4IP1	6	30	16	9	20	5
QRSL1	385	86	266	135	248	163
LOC100422737	0	0	0	0	0	1
C6orf203	42	87	106	28	127	18
BEND3	0	1	0	1	0	0
PDSS2	36	16	17	40	15	58
SOBP	0	0	0	2	0	4
SCML4	1423	2084	1883	1490	1986	1292
SEC63	992	669	686	1040	640	1255
OSTM1	43	26	30	41	28	49
NR2E1	0	11	2	1	3	0
SNX3	629	633	520	795	502	876
LACE1	0	0	0	0	0	0
FOXO3	1095	1410	1819	767	2004	592
LINC00222	0	0	0	0	0	0
ARMC2	715	595	913	444	956	392
ARMC2-AS1	1	0	0	1	0	2
SESN1	586	351	480	445	463	493
CEP57L1	86	142	188	56	218	37
LOC100996634	0	0	0	0	0	0
CCDC162P	3	0	0	3	0	6
CD164	4788	4078	5043	3832	5094	3732
PPIL6	1	0	0	1	0	1
SMPD2	0	0	0	1	0	2
MICAL1	2625	4965	2222	6063	2152	6601
ZBTB24	101	67	122	53	127	48
AK9	806	1732	1676	720	1927	495
FIG4	18	8	4	44	3	89
GPR6	1	1	1	0	1	0
WASF1	1223	198	771	345	706	436
CDC40	274	132	276	131	276	131
METTL24	0	0	0	1	0	2
DDO	1	13	2	5	2	3
SLC22A16	11	17	21	7	24	5
CDK19	912	566	1003	505	1021	481
AMD1	805	431	650	557	624	621
GTF3C6	48	59	81	32	90	24
RPF2	46	30	79	15	88	11
GSTM2P1	0	0	0	0	0	1
SLC16A10	0	0	0	2	0	3
KIAA1919	44	85	47	80	47	77
REV3L	1841	2632	1865	2592	1869	2575
TRAF3IP2-AS1	116	193	209	95	234	71
TRAF3IP2	795	632	1058	449	1117	388
FYN	843	2180	656	2943	626	3344
TUBE1	40	9	22	19	19	26
FAM229B	6	1	2	3	2	4
LAMA4	4	4	9	1	10	0
MARCKS	549	3119	731	2214	772	1913
LINC01268	1	37	17	2	26	0
FLJ34503	0	0	0	1	0	2
HDAC2	267	100	186	155	174	186
LOC101927768	2	0	0	1	0	2
HS3ST5	0	0	0	0	0	0
NT5DC1	285	199	209	287	197	336
COL10A1	0	4	2	0	2	0
TSPYL4	55	49	69	38	73	34
TSPYL1	318	435	588	207	662	151
DSE	32	12	9	55	7	102
FAM26F	6	4	4	6	4	7
FAM26D	1	0	1	0	1	0
RWDD1	889	255	748	314	724	343
RSPH4A	0	1	0	1	0	1
ZUFSP	14	49	23	27	25	21
KPNA5	26	27	16	48	14	62
FAM162B	1	1	2	1	2	0
GPRC6A	1	1	1	0	1	0
DCBLD1	0	0	0	0	0	0
GOPC	857	344	633	494	597	577
LOC101927919	0	0	0	0	0	0
NUS1	133	60	66	137	58	195
SLC35F1	0	2	0	4	0	6
CEP85L	558	1165	512	1290	504	1348
BRD7P3	0	5	0	2	0	1
PLN	0	0	0	0	0	0
MCM9	642	487	242	1568	200	2577
ASF1A	642	328	810	248	847	220
FAM184A	0	1	1	0	2	0
MAN1A1	2397	5142	1362	10123	1223	13499
LOC285762	10	9	3	32	3	54
MIR3144	0	0	0	0	0	1
TBC1D32	44	84	58	60	61	53
GJA1	11	18	38	4	47	2
HSF2	6	11	7	10	7	9
SERINC1	1976	1374	2204	1205	2250	1140
PKIB	4	15	6	11	6	9
SMPDL3A	1	0	1	0	1	0
TRDN	1	2	2	1	3	0
NKAIN2	1	2	2	1	3	0
RNF217	31	35	39	26	41	23
TPD52L1	0	0	0	0	0	1
HDDC2	123	86	229	41	258	29
LOC643623	0	0	0	0	0	0
HEY2	1	0	1	0	1	0
NCOA7	320	252	260	324	250	361
NCOA7-AS1	3	0	3	0	2	0
HINT3	8	17	15	8	17	6
TRMT11	31	56	66	23	75	16
MIR5695	0	0	0	0	0	0
CENPW	8	24	42	3	57	1
RNF146	130	266	103	352	99	396
ECHDC1	706	497	874	384	911	345
SOGA3	0	0	0	2	0	3
THEMIS	0	0	0	0	0	0
PTPRK	0	0	0	0	0	0
LOC101928140	1	1	1	0	1	0
LAMA2	0	0	0	0	0	0
ARHGAP18	5	0	1	3	1	6
L3MBTL3	585	261	300	581	265	816
SAMD3	11	45	33	12	40	6
TMEM200A	0	77	5	10	7	4
SMLR1	0	0	0	0	0	0
EPB41L2	3	0	1	1	0	1
AKAP7	2	6	3	4	3	3
ARG1	31	761	276	55	418	18
MED23	1538	1445	1286	1790	1243	1961
ENPP3	2	0	1	1	1	2
ENPP1	9	11	9	11	9	11
CTGF	118	21	82	34	76	41
LINC01013	281	142	270	149	268	152
MOXD1	0	0	0	0	0	0
STX7	2556	1242	1878	1797	1771	2103
TAAR8	1	1	1	0	1	0
TAAR5	1	1	1	0	1	0
VNN1	66	8	73	7	75	6
VNN3	0	6	1	0	2	0
VNN2	22	129	55	44	66	27
SLC18B1	218	58	50	335	38	703
RPS12	2622	1486	3957	907	4280	735
SNORD101	0	0	0	0	0	0
SNORD100	12	1	6	3	5	5
SNORA33	13	1	8	2	7	3
EYA4	0	0	0	0	0	0
TARID	0	0	0	0	0	0
LINC01312	1	1	1	0	1	0
TCF21	1	1	1	0	1	0
TBPL1	231	219	261	189	267	178
SLC2A12	2	12	12	2	16	0
HMGA1P7	1	1	1	1	1	1
SGK1	3439	1309	296	24660	186	85870
ALDH8A1	49	270	23	651	20	945
HBS1L	2175	1635	2863	1176	3017	1022
MIR3662	0	1	0	0	1	0
MYB	2244	2033	2630	1680	2711	1550
AHI1	176	259	163	284	160	295
LINC00271	0	0	0	1	0	2
PDE7B	4	2	4	3	4	3
MTFR2	6	4	15	1	17	0
BCLAF1	3928	3353	4479	2865	4592	2679
MAP7	9	0	9	0	9	0
MAP3K5	275	216	182	353	168	436
LOC101928461	0	0	0	0	0	0
PEX7	6	3	2	13	1	21
SLC35D3	0	0	0	0	0	1
IL20RA	1	1	1	0	1	0
IFNGR1	1475	991	853	1909	769	2523
LOC102723649	1	1	1	0	1	0
LOC100130476	3419	4981	2395	7630	2238	9146
TNFAIP3	809	585	557	915	518	1107
PERP	0	1	0	1	0	2
ARFGEF3	3	4	4	2	4	1
PBOV1	2	17	13	2	18	0
HEBP2	1	1	0	3	0	4
NHSL1	26	94	57	36	67	24
MIR3145	0	0	0	0	0	0
FLJ46906	109	32	14	358	9	996
LOC100507462	0	0	0	0	0	0
CCDC28A	10	11	17	6	19	4
ECT2L	0	0	0	1	0	1
REPS1	117	107	103	124	101	132
ABRACL	50	15	62	11	64	10
HECA	1005	1721	1379	1178	1464	1003
TXLNB	195	25	32	219	23	543
CITED2	665	555	490	800	463	935
VTA1	1499	715	1397	777	1379	805
ADGRG6	0	13	3	1	4	0
HIVEP2	766	506	803	477	811	466
LINC01277	0	0	0	0	0	0
AIG1	37	15	21	30	19	40
ADAT2	318	744	651	315	747	218
PEX3	38	26	45	21	47	19
FUCA2	10	16	23	6	27	3
LOC285740	86	77	71	96	69	105
PHACTR2	407	258	639	150	697	119
LTV1	228	185	241	173	243	168
ZC2HC1B	0	21	4	4	5	1
PLAGL1	5	13	5	13	5	13
HYMAI	0	0	0	2	0	3
SF3B5	130	41	133	40	134	39
STX11	77	17	9	213	6	617
UTRN	16898	34982	19132	30142	19590	28294
EPM2A	234	230	278	187	287	171
LOC100507557	2	5	1	7	1	9
FBXO30	16	20	39	7	46	4
SHPRH	348	248	327	266	324	274
GRM1	1	1	1	0	1	0
RAB32	0	0	0	0	0	0
ADGB	1	1	1	0	1	0
STXBP5-AS1	1	1	1	0	1	0
STXBP5	115	339	111	353	111	359
SASH1	206	49	73	170	59	290
UST	2	1	0	4	0	7
LOC100128176	85	20	46	43	41	58
TAB2	923	707	1255	489	1331	418
SUMO4	0	0	0	1	0	2
ZC3H12D	1082	2815	1250	2369	1285	2201
PPIL4	654	630	654	631	654	631
GINM1	7	13	9	9	10	8
RPS18P9	61	17	33	36	29	50
KATNA1	28	15	18	26	16	32
LATS1	649	364	492	508	467	585
NUP43	271	116	258	124	255	127
PCMT1	211	221	299	145	320	121
LRP11	1	0	0	1	0	2
RAET1G	0	0	0	1	0	2
ULBP2	2	0	0	5	0	10
ULBP1	5	1	2	4	1	6
RAET1K	0	0	0	0	0	0
ULBP3	0	0	0	2	0	4
PPP1R14C	0	0	0	0	0	0
PLEKHG1	519	3996	236	10266	203	15331
MTHFD1L	659	1022	742	887	759	835
AKAP12	192	161	84	433	72	658
ZBTB2	32	6	2	143	1	521
RMND1	173	277	236	191	251	163
ARMT1	274	58	205	83	194	96
CCDC170	3	162	32	10	49	3
ESR1	0	0	0	0	0	0
SYNE1	611	2571	1022	1389	1127	1069
MYCT1	3	0	3	0	3	0
FBXO5	12	6	16	4	17	3
MTRF1L	360	382	558	226	607	180
RGS17	0	1	1	0	1	0
OPRM1	1	1	0	2	0	3
IPCEF1	1309	24052	2309	12180	2573	9121
CNKSR3	16	31	8	65	7	88
SCAF8	2008	1588	1709	1926	1657	2091
TIAM2	421	1356	382	1523	375	1600
TFB1M	93	129	124	91	131	78
CLDN20	16	58	22	41	23	35
NOX3	1	0	1	0	1	0
MIR1202	0	0	0	0	0	0
ARID1B	1207	1294	1311	1173	1332	1124
MIR4466	0	0	0	0	0	0
TMEM242	31	45	86	13	104	7
ZDHHC14	0	0	0	0	0	0
MIR3692	0	0	0	0	0	0
SNX9	600	8033	339	15891	304	21236
SYNJ2	1171	455	492	1285	417	1999
SYNJ2-IT1	0	0	0	1	0	2
SERAC1	0	0	0	1	0	2
GTF2H5	435	208	281	351	259	438
TULP4	1093	1584	2028	755	2281	551
TMEM181	81	60	19	328	14	672
MIR7161	0	0	0	1	0	2
DYNLT1	332	284	316	301	313	308
SYTL3	3	7	1	26	0	45
EZR	5677	8836	3279	17064	2953	22573
EZR-AS1	4	19	4	19	4	20
OSTCP1	0	0	0	0	0	1
C6orf99	26	44	19	66	18	77
RSPH3	38	29	56	18	60	15
TAGAP	82	31	26	122	21	216
LOC101929122	1	1	1	0	1	0
FNDC1	3	4	7	1	8	0
SOD2	286	320	116	941	98	1488
WTAP	2146	1368	1326	2436	1210	3114
LOC100129518	0	0	0	0	0	1
ACAT2	2664	819	1604	1506	1456	1950
TCP1	1365	785	1171	943	1138	1019
SNORA20	0	0	0	0	0	0
SNORA29	1	0	0	0	0	2
MRPL18	91	145	179	65	203	46
PNLDC1	0	0	0	0	0	1
MAS1	0	0	0	0	0	0
IGF2R	314	175	107	635	87	1096
AIRN	0	0	0	0	0	0
LOC729603	9	51	13	35	13	29
SLC22A3	0	0	0	0	0	0
LPAL2	17	70	30	38	33	29
PLG	5	0	1	0	1	1
MAP3K4	173	250	183	233	185	227
AGPAT4	31	17	73	6	86	3
AGPAT4-IT1	0	1	1	0	1	0
PARK2	0	1	0	0	0	0
PACRG-AS1	1	1	1	0	1	0
CAHM	5	1	2	5	1	7
QKI	576	498	428	710	405	826
PDE10A	2	2	3	1	4	0
PRR18	1	1	1	1	1	1
SFT2D1	149	163	159	150	161	145
LOC100289495	0	0	0	1	0	2
MPC1	360	107	175	254	152	367
RPS6KA2	64	141	27	394	23	608
RPS6KA2-IT1	8	5	3	16	2	26
RNASET2	2028	4674	937	11794	808	17479
MIR3939	0	0	0	0	0	0
FGFR1OP	13	21	18	15	19	13
CCR6	3	39	11	11	14	6
TCP10L2	1	1	1	0	1	0
TTLL2	0	4	1	1	1	1
LOC441178	0	0	0	0	0	1
LINC01558	2	1	0	6	0	9
MLLT4-AS1	2	4	3	3	3	3
MLLT4	46	155	70	95	75	77
THBS2	8	14	12	8	12	7
WDR27	18	56	17	60	17	62
C6orf120	178	256	146	324	140	358
PHF10	264	263	202	363	192	417
TCTE3	0	0	0	1	0	3
ERMARD	274	387	274	389	273	389
LOC102724511	0	0	0	3	0	5
LOC154449	1	1	1	0	1	0
LOC285804	0	2	0	2	0	2
FLJ38122	0	0	0	1	0	1
DLL1	837	74	116	802	79	2193
FAM120B	1132	1412	1001	1637	978	1743
MIR4644	0	0	0	0	0	0
PSMB1	1448	1307	1409	1351	1401	1370
TBP	666	536	625	579	618	598
PDCD2	28	16	18	27	17	33
HLA-DRB3	0	0	1	0	1	0
LOC100507642	5	2	5	2	6	2
FAM20C	9	2	1	18	0	43
LOC442497	1	0	0	2	0	6
PDGFA	298	87	200	140	185	172
HRAT92	0	0	0	1	0	2
PRKAR1B	48	8	25	19	22	26
LOC101926963	48	7	5	99	3	283
DNAAF5	23	22	32	14	34	12
SUN1	314	572	355	496	363	466
GET4	23	26	6	113	5	209
ADAP1	0	2	0	1	0	1
COX19	5	16	9	8	10	6
CYP2W1	0	1	0	0	0	0
C7orf50	0	3	1	1	1	1
MIR339	0	4	3	1	3	0
GPR146	1	0	0	1	0	2
GPER1	2	4	2	5	2	6
ZFAND2A	50	11	19	36	16	59
LOC101927021	8	1	4	3	4	5
MICALL2	5	1	4	2	4	2
INTS1	148	188	54	617	45	1021
MAFK	0	2	0	1	0	1
TMEM184A	0	5	0	1	0	1
PSMG3	355	112	298	138	288	151
PSMG3-AS1	13	0	3	5	2	10
TFAMP1	0	0	0	1	0	2
ELFN1	1	2	0	4	0	6
ELFN1-AS1	0	0	0	0	0	0
MAD1L1	24	82	39	46	43	35
MIR4655	0	0	0	1	0	2
FTSJ2	1067	249	716	401	664	492
NUDT1	207	163	226	147	229	141
SNX8	46	198	75	111	82	87
MIR6836	0	0	0	0	0	0
EIF3B	53	86	71	61	75	52
CHST12	17	6	5	28	3	52
LOC101927181	28	5	13	14	11	20
LFNG	0	0	0	0	0	0
BRAT1	5	6	1	24	1	42
IQCE	109	123	102	133	101	138
TTYH3	13	11	7	22	6	30
AMZ1	11	70	19	38	21	29
GNA12	241	182	217	206	213	217
CARD11	90	57	22	295	17	591
LOC100129603	0	0	0	0	0	0
SDK1	5	12	1	52	0	96
FOXK1	1311	2731	1808	1859	1922	1579
AP5Z1	48	45	11	248	8	507
MIR4656	0	0	0	0	0	0
RADIL	0	0	0	1	0	2
MMD2	0	0	0	0	0	1
RNF216P1	47	104	42	118	41	124
RBAK	40	33	18	86	15	128
ZNF890P	4	9	5	8	5	7
WIPI2	45	95	56	73	59	65
SLC29A4	0	0	0	0	0	0
TNRC18	40	36	27	57	25	69
FBXL18	15	26	8	50	7	65
MIR589	0	0	0	1	0	2
LOC221946	2	0	0	1	0	4
ACTB	54473	37116	53345	38060	53132	38468
FSCN1	3	2	3	2	3	2
RNF216	1046	843	540	1860	476	2604
RNF216-IT1	0	0	0	0	0	1
ZNF815P	2	14	1	20	1	23
OCM	0	0	0	1	0	2
CCZ1	60	32	53	37	52	40
PMS2	78	25	33	70	28	108
AIMP2	234	47	107	122	92	181
EIF2AK1	1293	1022	1575	807	1635	729
ANKRD61	0	3	0	1	0	0
USP42	78	82	113	53	121	44
CYTH3	57	23	13	133	10	277
FAM220A	11	3	10	3	10	4
RAC1	287	143	338	117	349	108
DAGLB	1103	2158	783	3254	733	3875
KDELR2	12	5	7	9	6	12
GRID2IP	2	5	6	1	7	1
